"StateName","StateCode","id","entity","status","Qcode","Area","SubArea","Condition","Subject","Modifier","message","startdate","enddate","all","location","isICAO","Created","key","type"
"United States of America","USA","!ATL 08/187",,,,,,,,,,"""2025-08-08T05:06:00.000Z""","""2025-08-23T04:06:00.000Z""","!ATL 08/187 ATL OBST TOWER LGT (ASR 1064892) 334454.90N0842256.70W (7.1NM NNE ATL) 1433.7FT (403.9FT AGL) U/S 2508080506-2508230406 CREATED: 08 Aug 2025 05:05:00  SOURCE: ATL","KATL",false,"""2025-08-08T05:05:00.000Z""","!ATL 08/187-KATL","airport"
"United States of America","USA","!ATL 08/218",,,,,,,,,,"""2025-08-09T10:46:00.000Z""","""2025-09-23T10:45:00.000Z""","!ATL 08/218 ATL OBST TOWER LGT (ASR 1206253) 334440.90N0842135.70W (7.4NM NNE ATL) 2049.2FT (1080.1FT AGL) U/S 2508091046-2509231045 CREATED: 09 Aug 2025 10:46:00  SOURCE: ATL","KATL",false,"""2025-08-09T10:46:00.000Z""","!ATL 08/218-KATL","airport"
"United States of America","USA","!ATL 07/365",,,,,,,,,,"""2025-07-23T16:01:00.000Z""","""2025-10-22T04:00:00.000Z""","!ATL 07/365 ATL OBST TOWER LGT (ASR 1044148) 333557.80N0842547.30W (2.2NM S ATL) 1106.6FT (149.0FT AGL) U/S 2507231601-2510220400 CREATED: 23 Jul 2025 16:01:00  SOURCE: ATL","KATL",false,"""2025-07-23T16:01:00.000Z""","!ATL 07/365-KATL","airport"
"United States of America","USA","!ATL 07/442",,,,,,,,,,"""2025-07-29T11:51:00.000Z""","""2025-08-31T23:59:00.000Z""","!ATL 07/442 ATL OBST TOWER LGT (ASR 1293650) 333711.10N0844012.40W (12.2NM W ATL) 1378.9FT (419.9FT AGL) U/S 2507291151-2508312359 CREATED: 29 Jul 2025 11:51:00  SOURCE: KMCNYFYX","KATL",false,"""2025-07-29T11:51:00.000Z""","!ATL 07/442-KATL","airport"
"United States of America","USA","!ATL 07/337",,,,,,,,,,"""2025-07-21T18:06:00.000Z""","""2025-11-18T18:06:00.000Z""","!ATL 07/337 ATL OBST TOWER LGT (ASR 1018917) 334419.50N0842413.90W (6.3NM NE ATL) 1446.9FT (418.0FT AGL) U/S 2507211806-2511181806 CREATED: 21 Jul 2025 18:06:00  SOURCE: ATL","KATL",false,"""2025-07-21T18:06:00.000Z""","!ATL 07/337-KATL","airport"
"United States of America","USA","!ATL 07/364",,,,,,,,,,"""2025-07-23T14:54:00.000Z""","""2025-11-20T14:54:00.000Z""","!ATL 07/364 ATL OBST TOWER LGT (ASR 1003730) 333529.10N0843248.00W (6.6NM WSW ATL) 1255.6FT (224.7FT AGL) U/S 2507231454-2511201454 CREATED: 23 Jul 2025 14:54:00  SOURCE: ATL","KATL",false,"""2025-07-23T14:54:00.000Z""","!ATL 07/364-KATL","airport"
"United States of America","USA","!ATL 07/081",,,,,,,,,,"""2025-07-08T18:29:00.000Z""","""2025-11-05T18:29:00.000Z""","!ATL 07/081 ATL OBST TOWER LGT (ASR 1022036) 334137.30N0841925.30W (6.3NM ENE ATL) 1137.8FT (278.9FT AGL) U/S 2507081829-2511051829 CREATED: 08 Jul 2025 18:29:00  SOURCE: ATL","KATL",false,"""2025-07-08T18:29:00.000Z""","!ATL 07/081-KATL","airport"
"United States of America","USA","!ATL 06/194",,,,,,,,,,"""2025-06-11T00:29:00.000Z""","""2025-09-08T23:59:00.000Z""","!ATL 06/194 ATL OBST TOWER LGT (ASN 2021-ASO-7363-OE) 333224N0842504W (5.8NM S ATL) 1085FT (148FT AGL) U/S 2506110029-2509082359 CREATED: 11 Jun 2025 00:30:00  SOURCE: KMCNYFYX","KATL",false,"""2025-06-11T00:30:00.000Z""","!ATL 06/194-KATL","airport"
"United States of America","USA","!FDC 5/5251",,,,,,,,,,"""2025-08-11T15:48:00.000Z""","""2025-09-10T09:04:00.000Z""","!FDC 5/5251 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. ILS OR LOC  RWY 27R, AMDT 8... PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, GSU DME OUT OF SERVICE. 2508111548-2509100904EST CREATED: 11 Aug 2025 15:49:00  SOURCE: KDZZNAXX","KATL",false,"""2025-08-11T15:49:00.000Z""","!FDC 5/5251-KATL","airport"
"United States of America","USA","!FDC 5/5240",,,,,,,,,,"""2025-08-11T15:47:00.000Z""","""2025-10-24T15:47:00.000Z""","!FDC 5/5240 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. ILS OR LOC  RWY 27R, AMDT 8... ILS OR LOC RWY 27L, AMDT 19... ILS PRM RWY 27L (CLOSE PARALLEL), AMDT 4... ILS RWY 27L (SA CAT I), AMDT 19... ILS RWY 27L (CAT II), AMDT 19... ILS PRM RWY 27L (CAT II) (CLOSE PARALLEL), AMDT 4... ILS PRM RWY 27L (SA CAT I) (CLOSE PARALLEL), AMDT 4... PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, RMG VORTAC OUT OF SERVICE. 2508111547-2510241547EST CREATED: 11 Aug 2025 15:47:00  SOURCE: KDZZNAXX","KATL",false,"""2025-08-11T15:47:00.000Z""","!FDC 5/5240-KATL","airport"
"United States of America","USA","!FDC 5/1782",,,,,,,,,,"""2025-08-06T13:43:00.000Z""","""2125-08-06T13:43:00.000Z""","!FDC 5/1782 ATL CHART HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. ILS OR LOC RWY 10, AMDT 5C... ILS RWY 10 (SA CAT I), AMDT 5C... ILS RWY 10 (CAT II - III), AMDT 5C... CORRECT PLANVIEW: CHANGE MORSE CODE FOR LOCALIZER I-OMO TO DOT DOT. DASH DASH DASH. DASH DASH. DASH DASH DASH... 2508061343-PERM CREATED: 06 Aug 2025 13:43:00  SOURCE: KDZZNAXX","KATL",false,"""2025-08-06T13:43:00.000Z""","!FDC 5/1782-KATL","airport"
"United States of America","USA","!FDC 5/9306",,,,,,,,,,"""2025-08-01T13:11:00.000Z""","""2025-11-05T13:11:00.000Z""","!FDC 5/9306 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. ILS OR LOC RWY 9L, AMDT 11... VDP NA. I-HZK DME OUT OF SERVICE. 2508011311-2511051311EST CREATED: 01 Aug 2025 13:11:00  SOURCE: KDZZNAXX","KATL",false,"""2025-08-01T13:11:00.000Z""","!FDC 5/9306-KATL","airport"
"United States of America","USA","!FDC 5/7522",,,,,,,,,,"""2025-07-30T15:21:00.000Z""","""2025-10-19T15:21:00.000Z""","!FDC 5/7522 ATL ODP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 8... ADD TAKEOFF OBSTACLE NOTES: RWY 26L, TEMPORARY CRANE, 998FT FROM DER, 524FT LEFT OF CENTERLINE, 45FT AGL/1065FT MSL (2020-ASO-6421-NRA). ALL OTHER DATA REMAINS AS PUBLISHED. 2507301521-2510191521EST CREATED: 30 Jul 2025 15:21:00  SOURCE: KDZZNAXX","KATL",false,"""2025-07-30T15:21:00.000Z""","!FDC 5/7522-KATL","airport"
"United States of America","USA","!FDC 5/5626",,,,,,,,,,"""2025-07-28T15:11:00.000Z""","""2025-08-19T15:11:00.000Z""","!FDC 5/5626 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. ILS OR LOC RWY 9L, AMDT 11... S-ILS 9L DA 1444/HAT 425 ALL CATS, VIS ALL CATS 1 1/4.  TEMPORARY CRANE 1240 MSL 1067FT NW OF RWY 9L (2023-ASO-3166-NRA).  TEMPORARY CRANE 1305 MSL 1494FT N OF RWY 9L (2025-ASO-3661-NRA). 2507281511-2508191511EST CREATED: 28 Jul 2025 15:11:00  SOURCE: KDZZNAXX","KATL",false,"""2025-07-28T15:11:00.000Z""","!FDC 5/5626-KATL","airport"
"United States of America","USA","!FDC 5/5619",,,,,,,,,,"""2025-07-28T15:08:00.000Z""","""2027-01-15T15:08:00.000Z""","!FDC 5/5619 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. RNAV (GPS) RWY 09L, AMDT 4D... LPV DA 1444/HAT 425 ALL CATS, VIS ALL CATS 1 1/4.  LNAV/VNAV DA 1516/HAT 497 ALL CATS, VIS ALL CATS 1 3/8.  LNAV MDA 1620/HAT 601 ALL CATS, VIS CATS C/D 1 3/4.  VDP 1.7 NM TO RW09L.  TEMPORARY CRANE 1305 MSL 2552FT N OF RWY 9L (2025-ASO-3650-NRA).  TEMPORARY CRANE 1240 MSL 2552FT N OF RWY 9L (2023-ASO-3161-NRA). TEMPORARY CRANE 1240 MSL 1067FT NW OF RWY 9L (2023-ASO-3166-NRA). TEMPORARY CRANES UP TO 1268 MSL 2354FT N OF RWY 9L (2024-ASO-5839 THRU 5843-NRA).  TEMPORARY CRANE 1305 MSL 1494FT N OF RWY 9L (2025-ASO-3661-NRA). 2507281508-2701151508EST CREATED: 28 Jul 2025 15:08:00  SOURCE: KDZZNAXX","KATL",false,"""2025-07-28T15:08:00.000Z""","!FDC 5/5619-KATL","airport"
"United States of America","USA","!FDC 5/5621",,,,,,,,,,"""2025-07-28T15:08:00.000Z""","""2027-01-15T15:08:00.000Z""","!FDC 5/5621 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. RNAV (GPS) Y RWY 08L, AMDT 4A... LNAV/VNAV DA 1516/HAT 501 ALL CATS, VIS ALL CATS RVR 5500.  LNAV MDA 1620/HAT 605 ALL CATS, CIS CATS C/D 1 3/8.  VDP 1.7 NM TO RW08L.  CHANGE NOTE TO READ: FOR INOP ALSF-2, INCREASE LNAV/VNAV ALL CATS VISIBILITY TO 1 3/8 SM AND LNAV CAT C/D VISIBILITY TO 1 3/4 SM.  TEMPORARY CRANE 1305 MSL 4393FT SW OF RWY 8L (2025-ASO-3650-NRA).  TEMPORARY CRANES UP TO 1268 MSL 4043FT SW OF RWY 8L (2024-ASO-5839 THRU 5843-NRA). TEMPORARY CRANE 1240 MSL 4393FT SW OF RWY 8L (2023-ASO-3161-NRA).  TEMPORARY CRANE 1305 MSL 4847FT SW OF RWY 8L (2025-ASO-3661-NRA). 2507281508-2701151508EST CREATED: 28 Jul 2025 15:08:00  SOURCE: KDZZNAXX","KATL",false,"""2025-07-28T15:08:00.000Z""","!FDC 5/5621-KATL","airport"
"United States of America","USA","!FDC 5/3263",,,,,,,,,,"""2025-07-07T11:06:00.000Z""","""2027-01-15T11:06:00.000Z""","!FDC 5/3263 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. RNAV (RNP) Z RWY 8L, AMDT 1A... RNP 0.30 DA 1516/HAT 501 ALL CATS, VIS ALL CATS RVR 5500.  CHANGE NOTE TO READ: FOR INOP ALS, INCREASE RNP 0.15 ALL CATS RVR TO 5500 AND RNP 0.30 ALL CATS VISIBILITY TO 1 3/8 SM.  TEMPORARY CRANE 1305 MSL 4393FT SW OF RWY 8L (2025-ASO-3650-NRA). 2507071106-2701151106EST CREATED: 07 Jul 2025 11:07:00  SOURCE: KDZZNAXX","KATL",false,"""2025-07-07T11:07:00.000Z""","!FDC 5/3263-KATL","airport"
"United States of America","USA","!FDC 5/2078",,,,,,,,,,"""2025-06-11T13:36:00.000Z""","""2025-09-10T13:36:00.000Z""","!FDC 5/2078 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. RNAV (GPS) RWY 27R, AMDT 4... DISREGARD NOTE: LNAV PROCEDURE NA DURING SIMULTANEOUS OPERATIONS. I-AFA ILS OR GLIDESLOPE OUT OF SERVICE. 2506111336-2509101336EST CREATED: 11 Jun 2025 13:37:00  SOURCE: KDZZNAXX","KATL",false,"""2025-06-11T13:37:00.000Z""","!FDC 5/2078-KATL","airport"
"United States of America","USA","!FDC 5/8839",,,,,,,,,,"""2025-06-25T17:01:00.000Z""","""2025-10-08T17:01:00.000Z""","!FDC 5/8839 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. ILS OR LOC RWY 10, AMDT 5C... ILS OR LOC RWY 9L, AMDT 11... ILS OR LOC RWY 9R, AMDT 20... ILS PRM RWY 10 (CLOSE PARALLEL), AMDT 5... ILS PRM RWY 9R (CLOSE PARALLEL), AMDT 3... ILS RWY 09R (SA CAT I), AMDT 20... ILS RWY 09R (CAT II - III), AMDT 20... ILS RWY 10 (SA CAT I), AMDT 5C... ILS RWY 10 (CAT II - III),AMDT 5C...  ILS PRM RWY 09R (SA CAT I), AMDT 3... ILS PRM RWY 09R (CAT II - III), AMDT 3... ILS PRM RWY 10 (SA CAT I), AMDT 5... ILS PRM RWY 10 (CAT II - III), AMDT 5... ALTERNATE MINIMUMS NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, AHN VOR/DME UNMONITORED. 2506251701-2510081701EST CREATED: 25 Jun 2025 17:01:00  SOURCE: KDZZNAXX","KATL",false,"""2025-06-25T17:01:00.000Z""","!FDC 5/8839-KATL","airport"
"United States of America","USA","!FDC 5/5012",,,,,,,,,,"""2025-04-10T18:41:00.000Z""","""2027-04-10T18:41:00.000Z""","!FDC 5/5012 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. ILS OR LOC RWY 10, AMDT 5C ... ILS RWY 10 (SA CAT I), AMDT 5C ... ILS PRM RWY 10 (CLOSE PARALLEL), AMDT 5 ... ILS PRM RWY 10 (SA CAT I)(CLOSE PARALLEL), AMDT 5 ... ILS PRM RWY 10 (CAT II AND III)(CLOSE PARALLEL), AMDT 5 ... VGSI AND ILS GLIDEPATH NOT COINCIDENT (VGSI ANGLE 3.00/TCH 69). 2504101841-2704101841EST CREATED: 10 Apr 2025 18:41:00  SOURCE: KDZZNAXX","KATL",false,"""2025-04-10T18:41:00.000Z""","!FDC 5/5012-KATL","airport"
"United States of America","USA","!FDC 5/6546",,,,,,,,,,"""2025-07-29T16:29:00.000Z""","""2027-01-15T16:29:00.000Z""","!FDC 5/6546 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. RNAV (GPS) PRM RWY 9R, ORIG-A... LNAV/VNAV DA 1516/HAT 490 ALL CATS, VIS ALL CATS RVR 5000.  TEMPORARY CRANE 1305 MSL 3585FT N OF RWY 9R (2025-ASO-3650-NRA).  TEMPORARY CRANES UP TO 1268 MSL 2966FT N OF RWY 9R (2024-ASO-5839 THRU 5843-NRA). TEMPORARY CRANE 1240 MSL 2552FT N OF RWY 9L (2023-ASO-3161-NRA). TEMPORARY CRANE 1240 MSL 2055FT N OF RWY 9R (2023-ASO-3166-NRA). 2507291629-2701151629EST CREATED: 29 Jul 2025 16:30:00  SOURCE: KDZZNAXX","KATL",false,"""2025-07-29T16:30:00.000Z""","!FDC 5/6546-KATL","airport"
"United States of America","USA","!FDC 5/5010",,,,,,,,,,"""2025-04-10T18:41:00.000Z""","""2027-04-10T18:41:00.000Z""","!FDC 5/5010 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. RNAV (GPS) Y RWY 10, AMDT 4A... RNAV (RNP) Z RWY 10, AMDT 1... VGSI AND RNAV GLIDEPATH NOT COINCIDENT (VGSI ANGLE 3.00/TCH 69). 2504101841-2704101841EST CREATED: 10 Apr 2025 18:41:00  SOURCE: KDZZNAXX","KATL",false,"""2025-04-10T18:41:00.000Z""","!FDC 5/5010-KATL","airport"
"United States of America","USA","!FDC 3/8652",,,,,,,,,,"""2023-10-02T19:21:00.000Z""","""2025-10-02T19:21:00.000Z""","!FDC 3/8652 ATL IAP HARTSFIELD - JACKSON ATLANTA INTL, ATLANTA, GA. RNAV (RNP) Z RWY 26R, AMDT 1... FOR INOPERATIVE ALS, INCREASE RNP 0.30 DA ALL CATS VISIBILITY TO RVR 6000. 2310021921-2510021921EST CREATED: 02 Oct 2023 19:21:00  SOURCE: KDZZNAXX","KATL",false,"""2023-10-02T19:21:00.000Z""","!FDC 3/8652-KATL","airport"
"United States of America","USA","!FDC 4/8155",,,,,,,,,,"""2024-05-22T16:26:00.000Z""","""2026-05-22T16:25:00.000Z""","!FDC 4/8155 ATL IAP HARTSFIELD - JACKSON ATLANTA INTL, ATLANTA, GA. ILS PRM RWY 10 (CAT II-III), AMDT 5 ... ILS RWY 10 (CAT II-III), AMDT 5C ... NOTE: LOCALIZER NOT SUITABLE FOR ELECTRONIC ROLLOUT GUIDANCE. 2405221626-2605221625EST CREATED: 22 May 2024 16:26:00  SOURCE: KDZZNAXX","KATL",false,"""2024-05-22T16:26:00.000Z""","!FDC 4/8155-KATL","airport"
"United States of America","USA","!FDC 5/5008",,,,,,,,,,"""2025-04-10T18:40:00.000Z""","""2027-04-10T18:40:00.000Z""","!FDC 5/5008 ATL IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA. RNAV (GPS) PRM Y RWY 28, ORIG-A... RNAV (GPS) Y RWY 28, AMDT 4A... RNAV (RNP) Z RWY 28, AMDT 1... VGSI AND RNAV GLIDEPATH NOT COINCIDENT (VGSI ANGLE 3.00/TCH 72). 2504101840-2704101840EST CREATED: 10 Apr 2025 18:41:00  SOURCE: KDZZNAXX","KATL",false,"""2025-04-10T18:41:00.000Z""","!FDC 5/5008-KATL","airport"
"United States of America","USA","!BHM 08/036",,,,,,,,,,"""2025-08-12T01:38:00.000Z""","""2025-09-26T01:38:00.000Z""","!BHM 08/036 BHM OBST TOWER LGT (ASN 2021-ASO-44068-OE) 333520N0870007W (12.6NM W BHM) 832FT (260FT AGL) U/S 2508120138-2509260138 CREATED: 12 Aug 2025 01:38:00  SOURCE: BHM","KBHM",false,"""2025-08-12T01:38:00.000Z""","!BHM 08/036-KBHM","airport"
"United States of America","USA","!BHM 08/028",,,,,,,,,,"""2025-08-15T01:00:00.000Z""","""2025-08-15T09:00:00.000Z""","!BHM 08/028 BHM TWY H BTN APCH END RWY 06 AND WEST FIXED BASE OPR APN SOUTHWEST ACCESS CLSD 2508150100-2508150900 CREATED: 11 Aug 2025 08:45:00  SOURCE: BHM","KBHM",false,"""2025-08-11T08:45:00.000Z""","!BHM 08/028-KBHM","airport"
"United States of America","USA","!BHM 08/026",,,,,,,,,,"""2025-08-15T05:00:00.000Z""","""2025-08-15T09:00:00.000Z""","!BHM 08/026 BHM TWY M, A3, A1, A2, H3, H2, A7, A4, TWY A BTN APCH END RWY 24 AND HANGAR 25B APN, TWY A BTN APCH END RWY 06 AND TWY A1 CLSD 2508150500-2508150900 CREATED: 11 Aug 2025 08:42:00  SOURCE: BHM","KBHM",false,"""2025-08-11T08:42:00.000Z""","!BHM 08/026-KBHM","airport"
"United States of America","USA","!BHM 08/029",,,,,,,,,,"""2025-08-12T05:00:00.000Z""","""2025-08-14T09:00:00.000Z""","!BHM 08/029 BHM TWY A1, A2, A3, A4, A5, A7, H2, M, TWY A BTN APCH END RWY 24 AND HANGAR 25B APN CLSD TUE-THU 0500-0900 2508120500-2508140900 CREATED: 11 Aug 2025 09:16:00  SOURCE: BHM","KBHM",false,"""2025-08-11T09:16:00.000Z""","!BHM 08/029-KBHM","airport"
