"ID","Date","Flight","Customer","ATC","Aircraft","Fleet","Fleet ICAO","Service Type","Entity","Code share","DEP","DEP ICAO","ARR","ARR ICAO","Primary Alternate ICAO","Alternate ICAO","STD","Block Out","Takeoff","Landing","Block In","STA","Scheduled Block Time","Actual Block Time","Flight Time","Payload","Planned Trip Fuel","Planned APU/Taxi","Contingency","Primary Alternate fuel","Alternate Fuel","Final Reserve","Additional Fuel","Additional Fuel Intermediate Alt","Extra Fuel","Extra Fuel - Company","Extra Fuel - no reason","Extra Fuel - No Alt","Fuel - No final reserve","Fuel ETOPS","Minimum Takeoff Fuel","Tanker Fuel","Discretionary Fuel","DOW","ZFW","MZFW","Fuel Remaining from Prev Sector (kg)","Fuel Uplift (litres)","Fuel Onboard (kg)","Fuel Uplift (kg)","Fuel Burn (kg)","Fuel In","Zero Fuel","TakeOff Fuel","Specific Gravity","Theorical Burn (Kg)","Gap Burn/Theorical","Corsia","EU","Refuel EU","CH","UK","Loi Resilience (3.15)","Data Complete","Burn Gap","Flight Key"
"7429851","30/07/2026","3V4717","FedEx","TAY2DI","OE-IBL","73P","B734","F","ASLB","","EDI","EGPH","MME","EGNV","","","30/07/2026 19:05","","","","","30/07/2026 19:53","48","0","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EGPHEGNVOE-IBL300720261905"
"7456407","30/07/2026","3V4912","FedEx","TAY9VL","OE-IXK","73K","B738","F","ASLB","","VLC","LEVC","BCN","LEBL","","","30/07/2026 18:45","","","","","30/07/2026 19:40","55","0","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LEVCLEBLOE-IXK300720261845"
"7698481","30/07/2026","3V4159","FedEx","TAY5VA","OE-IWA","73K","B738","F","ASLB","","GVA","LSGG","LYS","LFLL","","","30/07/2026 19:06","","","","","30/07/2026 19:47","41","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LSGGLFLLOE-IWA300720261906"
"7435588","30/07/2026","3V812","Rich Sales","TAY812 ","OE-IFK","74Y","B744","F","ASLB","","TNA","ZSJN","ALA","UAAA","","","30/07/2026 20:40","","","","","31/07/2026 02:20","340","0","340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","ZSJNUAAAOE-IFK300720262040"
"7454791","30/07/2026","3V4237","FedEx","TAY3BS","OE-IXF","73K","B738","F","ASLB","","CDG","LFPG","BSL","LFSB","","","30/07/2026 18:47","","","","","30/07/2026 19:51","64","0","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFPGLFSBOE-IXF300720261847"
"7458919","30/07/2026","3V4962","FedEx","TAY9SL","OE-IXS","73K","B738","F","ASLB","","BSL","LFSB","LGG","EBLG","","","30/07/2026 20:46","","","","","30/07/2026 21:48","62","0","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFSBEBLGOE-IXS300720262046"
"7457017","30/07/2026","3V4363","FedEx","TAY8SR","OE-IMC","73K","B738","F","ASLB","","TSR","LRTR","MUC","EDDM","","","30/07/2026 18:40","","","","","30/07/2026 20:12","92","0","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LRTREDDMOE-IMC300720261840"
"7459507","30/07/2026","3V4750","FedEx","TAY6SF","OE-IXB","73K","B738","F","ASLB","","SOF","LBSF","OTP","LROP","","","30/07/2026 17:30","","","","","30/07/2026 18:21","51","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LBSFLROPOE-IXB300720261730"
"7819852","30/07/2026","3V4703","FedEx","TAY1LA","OE-IXP","73K","B738","F","ASLB","","FCO","LIRF","CDG","LFPG","","","30/07/2026 20:44","","","","","30/07/2026 22:52","128","0","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LIRFLFPGOE-IXP300720262044"
"7430050","30/07/2026","3V4617","FedEx","TAY1DI","OE-IBL","73P","B734","F","ASLB","","CDG","LFPG","MME","EGNV","EGGP","","30/07/2026 01:52","30/07/2026 02:06","30/07/2026 02:37","30/07/2026 03:41","30/07/2026 03:45","30/07/2026 03:28","96","99","68","10890","2920","262","229","1529","0","1182","0","0","0","0","0","0","0","","6122","2060","0","32563","48461","51256","3440","6650","8600","5253","3200","5400","48461","56381","0.7900","3182","0","10080.00","10080.00","10080.00","","","10080.00","Yes","No","LFPGEGNVOE-IBL300720260206"
"7531300","30/07/2026","3V4180","FedEx","TAY6TR","OE-IXJ","73K","B738","F","ASLB","","STR","EDDS","CDG","LFPG","","","30/07/2026 20:30","","","","","30/07/2026 21:51","81","0","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EDDSLFPGOE-IXJ300720262030"
"7894812","30/07/2026","3V1481","ASLB Short haul charter","TAY1481","OE-IBO","73P","B734","H","ASLB","","FAB","EGLF","SNN","EINN","","","30/07/2026 18:25","","","","","30/07/2026 19:50","85","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EGLFEINNOE-IBO300720261825"
"7453062","30/07/2026","FDX4678","FedEx","FDX4678","OE-IXO","73K","B738","F","ASLB","","KTW","EPKT","CDG","LFPG","","","30/07/2026 20:43","","","","","30/07/2026 22:54","131","0","131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EPKTLFPGOE-IXO300720262043"
"7429353","30/07/2026","3V4367","FedEx","TAY8LL","OE-IBI","73P","B734","F","ASLB","","ARN","ESSA","CDG","LFPG","","","30/07/2026 19:15","","","","","30/07/2026 21:55","160","0","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","ESSALFPGOE-IBI300720261915"
"7942764","30/07/2026","3V401","DHL","TAY401 ","OE-ILC","74Y","B744","F","ASLB","","DWC","OMDW","HKG","VHHH","","","30/07/2026 18:15","","","","","31/07/2026 01:30","435","0","435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","OMDWVHHHOE-ILC300720261815"
"7461179","30/07/2026","FDX4725","FedEx","FDX4725","OE-IMD","73K","B738","F","ASLB","","SAW","LTFJ","LGG","EBLG","","","30/07/2026 19:30","","","","","30/07/2026 23:09","219","0","219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LTFJEBLGOE-IMD300720261930"
"7460100","30/07/2026","3V4750","FedEx","TAY6SF","OE-IXB","73K","B738","F","ASLB","","OTP","LROP","CDG","LFPG","","","30/07/2026 19:11","","","","","30/07/2026 22:15","184","0","184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LROPLFPGOE-IXB300720261911"
"7459616","30/07/2026","3V4038","FedEx","TAY3RQ","OE-IWE","73K","B738","F","ASLB","","CDG","LFPG","PRG","LKPR","LKTB","","30/07/2026 02:19","30/07/2026 02:19","30/07/2026 02:45","30/07/2026 03:57","30/07/2026 04:01","30/07/2026 04:02","103","102","76","14279","3318","262","216","2051","0","1109","0","0","0","0","0","0","0","","6956","0","0","39630","58008","61688","3220","5363","7460","4290","3540","3920","58008","64702","0.8000","3580","0","11151.00","11151.00","11151.00","","","11151.00","Yes","No","LFPGLKPROE-IWE300720260219"
"7429452","30/07/2026","3V4717","FedEx","TAY2DI","OE-IBL","73P","B734","F","ASLB","","MME","EGNV","CDG","LFPG","","","30/07/2026 20:38","","","","","30/07/2026 22:13","95","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EGNVLFPGOE-IBL300720262038"
"7658398","30/07/2026","3V4603","FedEx","TAY7FO","OE-IWB","73K","B738","F","ASLB","","CDG","LFPG","FCO","LIRF","LIPE","","30/07/2026 01:47","30/07/2026 01:56","30/07/2026 02:25","30/07/2026 03:55","30/07/2026 04:00","30/07/2026 03:56","129","124","95","12488","4607","262","231","2045","0","1093","0","0","0","0","0","0","0","","8238","0","0","39549","56448","61688","3200","6886","8660","5508","4260","4400","56448","64424","0.8000","4869","0","13419.00","13419.00","13419.00","","","13419.00","Yes","No","LFPGLIRFOE-IWB300720260156"
"7460775","30/07/2026","3V4315","FedEx","TAY6IX","OE-IXM","73K","B738","F","ASLB","","WAW","EPWA","CDG","LFPG","","","30/07/2026 19:40","","","","","30/07/2026 22:05","145","0","145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EPWALFPGOE-IXM300720261940"
"7655584","30/07/2026","3V4572","FedEx","TAY2VQ","OE-IWF","73K","B738","F","ASLB","","VIT","LEVT","CDG","LFPG","","","30/07/2026 20:20","","","","","30/07/2026 22:02","102","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LEVTLFPGOE-IWF300720262020"
"7429892","30/07/2026","3V4267","FedEx","TAY7LL","OE-IBI","73P","B734","F","ASLB","","CDG","LFPG","HEL","EFHK","ESSA","EETN","30/07/2026 01:30","30/07/2026 01:45","30/07/2026 02:11","30/07/2026 04:45","30/07/2026 04:56","30/07/2026 04:29","179","191","165","9390","6606","262","216","2240","1164","1200","0","0","0","0","0","0","0","","10524","0","0","32483","47122","51256","3510","11000","12040","8690","6560","5480","47122","11800","0.7900","6868","0","20664.00","20664.00","20664.00","","","20664.00","Yes","No","LFPGEFHKOE-IBI300720260145"
"7454893","30/07/2026","3V4357","FedEx","TAY1BS","OE-IXF","73K","B738","F","ASLB","","BSL","LFSB","CDG","LFPG","","","30/07/2026 20:50","","","","","30/07/2026 22:05","75","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFSBLFPGOE-IXF300720262050"
"7460703","30/07/2026","3V4215","FedEx","TAY5IX","OE-IXM","73K","B738","F","ASLB","","CDG","LFPG","CPH","EKCH","EKBI","","30/07/2026 01:37","30/07/2026 01:44","30/07/2026 02:10","30/07/2026 03:32","30/07/2026 03:39","30/07/2026 03:30","113","115","89","10989","3717","262","212","1792","0","1087","0","0","0","0","0","0","0","","7070","0","0","39631","55445","61688","3590","4520","7120","3570","3710","3410","55445","62253","0.7900","3979","0","11686.50","11686.50","11686.50","","","11686.50","Yes","No","LFPGEKCHOE-IXM300720260144"
"7530693","30/07/2026","FDX4463","FedEx","FDX4463","OE-IXO","73K","B738","F","ASLB","","CDG","LFPG","KTW","EPKT","LOWW","","30/07/2026 01:57","30/07/2026 02:08","30/07/2026 02:32","30/07/2026 04:03","30/07/2026 04:06","30/07/2026 04:04","127","118","94","11631","4054","262","214","1959","0","1092","0","0","0","0","0","0","0","","7581","0","0","39788","56638","62731","2970","6139","7800","4911","4200","3600","56638","63957","0.8000","4316","0","13230.00","13230.00","13230.00","","","13230.00","Yes","No","LFPGEPKTOE-IXO300720260208"
"7451705","30/07/2026","3V4235","FedEx","TAY1MS","OE-IXH","73K","B738","F","ASLB","","CDG","LFPG","AMS","EHAM","EBLG","","30/07/2026 02:00","30/07/2026 02:09","30/07/2026 02:33","30/07/2026 03:18","30/07/2026 03:31","30/07/2026 03:22","82","82","58","16279","2277","262","224","1710","0","1126","0","0","0","0","0","0","0","","5599","0","0","39720","58752","62731","2760","4142","6040","3272","2620","3420","58752","64490","0.7900","2539","0","8253.00","8253.00","8253.00","","","8253.00","Yes","No","LFPGEHAMOE-IXH300720260209"
"7455206","30/07/2026","3V4408","FedEx","TAY1KU","OE-IXA","73K","B738","F","ASLB","","CDG","LFPG","GOT","ESGG","EKCH","","30/07/2026 02:06","30/07/2026 02:12","30/07/2026 02:36","30/07/2026 04:11","30/07/2026 04:16","30/07/2026 04:08","122","124","100","8890","4063","262","208","1634","0","1087","0","0","0","0","0","0","0","","7254","0","0","39635","55840","61688","2720","6146","7500","4855","4000","3500","50000","57138","0.7900","4325","0","12600.00","12600.00","12600.00","","","12600.00","Yes","No","LFPGESGGOE-IXA300720260212"
"7698098","30/07/2026","3V4159","FedEx","TAY5VA","OE-IWA","73K","B738","F","ASLB","","LYS","LFLL","CDG","LFPG","","","30/07/2026 20:37","","","","","30/07/2026 21:50","73","0","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LFLLLFPGOE-IWA300720262037"
"7894811","30/07/2026","3V222P","ASLB Short haul charter","TAY222 ","OE-IBO","73P","B734","H","ASLB","","SNN","EINN","LGG","EBLG","","","30/07/2026 21:20","","","","","30/07/2026 23:30","130","0","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EINNEBLGOE-IBO300720262120"
"7819994","30/07/2026","3V4602","FedEx","TAY9VX","OE-IXP","73K","B738","F","ASLB","","LGG","EBLG","FCO","LIRF","LIPE","","30/07/2026 02:05","30/07/2026 02:05","30/07/2026 02:18","30/07/2026 03:47","30/07/2026 03:53","30/07/2026 04:08","123","108","95","6451","4087","262","205","1905","0","968","0","0","0","0","0","0","0","","7427","0","0","39639","49348","62731","3200","5435","7550","4293","3650","3900","49348","56586","0.7900","4349","0","11497.50","11497.50","11497.50","","","","Yes","No","EBLGLIRFOE-IXP300720260205"
"7460913","30/07/2026","3V4315","FedEx","TAY6IX","OE-IXM","73K","B738","F","ASLB","","RIX","EVRA","WAW","EPWA","","","30/07/2026 17:35","","","","","30/07/2026 18:50","75","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EVRAEPWAOE-IXM300720261735"
"7698202","30/07/2026","3V4059","FedEx","TAY4VA","OE-IWA","73K","B738","F","ASLB","","CDG","LFPG","LYS","LFLL","LFML","","30/07/2026 02:15","30/07/2026 02:18","30/07/2026 02:46","30/07/2026 03:32","30/07/2026 03:36","30/07/2026 03:30","75","78","50","12211","2237","262","216","1706","0","1088","0","0","0","0","0","0","0","","5509","0","0","39589","56436","61688","2850","4628","6430","3656","2330","4100","56436","62574","0.7900","2499","0","7339.50","7339.50","7339.50","","","7339.50","Yes","No","LFPGLFLLOE-IWA300720260218"
"7788552","30/07/2026","3V4482","FedEx","TAY5SO","OE-IXC","73K","B738","F","ASLB","","CDG","LFPG","OSL","ENGM","ESGG","","30/07/2026 02:50","30/07/2026 02:40","30/07/2026 03:00","30/07/2026 04:50","30/07/2026 04:53","30/07/2026 05:07","137","133","113","12652","4752","262","204","1820","0","1067","0","0","0","0","0","0","0","","8105","0","0","39687","55247","62731","3500","6615","8820","5225","4810","4010","55247","63785","0.7900","5014","0","15151.50","15151.50","15151.50","","","15151.50","Yes","No","LFPGENGMOE-IXC300720260240"
"7454622","30/07/2026","3V4337","FedEx","TAY6BS","OE-IXF","73K","B738","F","ASLB","","BSL","LFSB","CDG","LFPG","LFPO","","30/07/2026 15:23","","","","","30/07/2026 16:34","71","0","71","0","2237","218","216","1314","0","1068","0","0","0","0","0","0","0","","5053","0","0","39828","55073","61688","","","","","","","","","0.8000","2455","0","","","","","","","No","No","LFSBLFPGOE-IXF300720261523"
"7430099","30/07/2026","3V4617","FedEx","TAY1DI","OE-IBL","73P","B734","F","ASLB","","MME","EGNV","EDI","EGPH","EGPK","","30/07/2026 04:18","30/07/2026 04:18","30/07/2026 04:27","30/07/2026 04:56","30/07/2026 05:01","30/07/2026 05:04","46","43","34","3645","1255","185","217","1561","0","1024","0","0","0","0","0","0","0","","4242","0","0","32563","38798","51256","5390","0","5390","0","1340","4050","38798","42855","0.8000","1440","0","4221.00","","","","4221.00","","Yes","No","EGNVEGPHOE-IBL300720260418"
"7457349","30/07/2026","3V4363","FedEx","TAY8SR","OE-IMC","73K","B738","F","ASLB","","MUC","EDDM","LGG","EBLG","","","30/07/2026 21:20","","","","","30/07/2026 22:32","72","0","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EDDMEBLGOE-IMC300720262120"
"7818753","30/07/2026","3V4702","FedEx","TAY7VC","OE-IWB","73K","B738","F","ASLB","","VCE","LIPZ","CDG","LFPG","","","30/07/2026 20:20","","","","","30/07/2026 22:08","108","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","LIPZLFPGOE-IWB300720262020"
"7451586","30/07/2026","3V4690","FedEx","TAY5TR","OE-IXJ","73K","B738","F","ASLB","","FRA","EDDF","STR","EDDS","EDDN","","30/07/2026 04:00","30/07/2026 04:00","30/07/2026 04:09","30/07/2026 04:30","30/07/2026 04:34","30/07/2026 04:39","39","34","25","7560","1250","196","232","1265","0","1007","0","0","0","0","0","0","0","","3950","0","0","39737","50923","62731","4060","0","4060","0","1100","2960","50923","54727","0.7900","1446","0","3465.00","3465.00","3465.00","","","","Yes","No","EDDFEDDSOE-IXJ300720260400"
"7452904","30/07/2026","3V4834","FedEx","TAY1ST","OE-IXE","73K","B738","F","ASLB","","LGG","EBLG","STN","EGSS","EGNX","","30/07/2026 01:51","30/07/2026 01:41","30/07/2026 01:49","30/07/2026 02:32","30/07/2026 02:38","30/07/2026 02:52","61","57","49","9032","2024","262","211","1486","0","1031","0","0","0","0","0","0","0","","5014","0","0","39612","53151","61688","2760","3020","5140","2400","1960","3180","53151","57903","0.7950","2286","0","6174.00","6174.00","6174.00","","","","Yes","No","EBLGEGSSOE-IXE300720260141"
"7457709","30/07/2026","3V4812","FedEx","TAY1VQ","OE-IWF","73K","B738","F","ASLB","","LGG","EBLG","MAD","LEMD","LEVC","","30/07/2026 01:57","30/07/2026 01:57","30/07/2026 02:09","30/07/2026 04:14","30/07/2026 04:30","30/07/2026 04:23","146","153","141","8629","5407","262","202","1649","0","1033","0","0","0","0","0","0","0","","8553","447","0","39616","52502","61688","2960","7688","9080","6119","5270","3810","52502","61240","0.7960","5669","0","16600.50","16600.50","16600.50","","","","Yes","No","EBLGLEMDOE-IWF300720260157"
"7430403","30/07/2026","3V4437","FedEx","TAY1MN","OE-IAM","73P","B734","F","ASLB","","CDG","LFPG","LIS","LPPT","LPFR","","30/07/2026 03:09","30/07/2026 03:07","30/07/2026 03:15","30/07/2026 05:49","30/07/2026 05:53","30/07/2026 05:50","161","166","158","14631","6737","262","222","1639","0","1223","0","0","0","0","0","0","0","","10083","0","0","32553","49965","51256","-7250","8829","10090","7063","6700","3390","49965","59803","0.8000","6999","0","21105.00","21105.00","21105.00","","","21105.00","Yes","No","LFPGLPPTOE-IAM300720260307"
"7460159","30/07/2026","3V4215","FedEx","TAY5IX","OE-IXM","73K","B738","F","ASLB","","CPH","EKCH","RIX","EVRA","ESSA","","30/07/2026 04:20","30/07/2026 04:15","30/07/2026 04:26","30/07/2026 05:31","30/07/2026 05:36","30/07/2026 05:41","81","81","70","2752","2934","218","184","2179","1417","927","0","0","0","0","0","0","0","","6442","0","0","39631","45367","61688","3410","4611","7070","3688","2700","4370","45367","52149","0.8000","3152","0","8505.00","8505.00","8505.00","","","","Yes","No","EKCHEVRAOE-IXM300720260415"
"7654611","30/07/2026","3V4257","FedEx","TAY7BS","OE-IXF","73K","B738","F","ASLB","","CDG","LFPG","BSL","LFSB","EDSB","","30/07/2026 02:28","30/07/2026 02:39","30/07/2026 02:54","30/07/2026 03:40","30/07/2026 03:43","30/07/2026 03:36","68","64","49","16020","1959","262","228","1758","0","1097","0","0","0","0","0","0","0","","5304","0","0","39828","56806","61688","3330","2955","5620","2364","2180","3440","56806","62144","0.8000","2221","0","6867.00","6867.00","6867.00","","","6867.00","Yes","No","LFPGLFSBOE-IXF300720260239"
"7430405","30/07/2026","3V4437","FedEx","TAY1MN","OE-IAM","73P","B734","F","ASLB","","LIS","LPPT","CMN","GMMN","GMMX","","30/07/2026 06:40","30/07/2026 06:40","30/07/2026 07:00","","","30/07/2026 08:00","80","0","60","0","2738","174","205","1439","0","1060","0","0","0","0","0","0","0","","5616","0","0","32553","40718","51256","","","","","","","","","0.8000","2912","0","","","","","","","No","No","LPPTGMMNOE-IAM300720260640"
"7456061","30/07/2026","3V4138","FedEx","TAY6DN","OE-IXV","73K","B738","F","ASLB","","MUC","EDDM","CDG","LFPG","","","30/07/2026 21:02","","","","","30/07/2026 22:40","98","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0.8000","1","0","","","","","","","No","No","EDDMLFPGOE-IXV300720262102"
"7460727","30/07/2026","3V4038","FedEx","TAY3RQ","OE-IWE","73K","B738","F","ASLB","","PRG","LKPR","BRQ","LKTB","LOWW","","30/07/2026 04:52","30/07/2026 04:44","30/07/2026 04:54","30/07/2026 05:21","30/07/2026 05:25","30/07/2026 05:37","45","41","31","6660","1267","185","219","1129","0","988","0","0","0","0","0","0","0","","3788","0","0","39630","50398","61688","3920","0","3920","0","1270","2650","50398","54001","0.7900","1452","0","4000.50","4000.50","4000.50","","","","Yes","No","LKPRLKTBOE-IWE300720260444"
"7458937","30/07/2026","3V4862","FedEx","TAY8SL","OE-IXS","73K","B738","F","ASLB","","LGG","EBLG","BSL","LFSB","EDSB","","30/07/2026 02:11","30/07/2026 02:11","30/07/2026 02:23","30/07/2026 03:02","30/07/2026 03:06","30/07/2026 03:10","59","55","43","9995","2382","262","202","1658","0","1011","0","0","0","0","0","0","0","","5515","0","0","39833","52655","62731","3100","3246","5640","2564","1910","3730","52655","57993","0.7900","2644","0","6016.50","6016.50","6016.50","","","","Yes","No","EBLGLFSBOE-IXS300720260211"
