Timestamp,ICAO,NotamKey,RunwayConfig,SuggestedImpact,FinalImpact,SuggestedSup,FinalSup,Action,NotamText
"2026-08-05T16:59:58","EHBK","A1582/26-EHBK","03:CAT1; 21:CAT3","D","","","","Removed suggested D","No
TEMPORARY RESTRICTED AREA 'TGB BERG EN TERBLIJT' ESTABLISHED WI EHBK CTR. AREA CENTERED ON PSN 505211N 0054532E RADIUS 600M. AREA PROHIBITED.  SAR, POLICE, HELICOPTER EMERGENCY MEDICAL SERVICES AND OTHER AUTHORIZED TRAFFIC ARE EXEMPTED AFTER PRIOR PERMISSION FROM EHBK ATC OR MILATCC SCHIPHOL."
"2026-08-05T17:01:08","EPWA","A2069/26-EPWA","11:CAT2; 29:CAT1; 15:CAT1; 33:CAT3","D","","","","Removed suggested D","No
TEMPORARY RESERVED AREA EPTR581 - WARSZAWA. DURING ACTIVITY AIRSPACE CLASS C. RESPONSIBLE AUTHORITY - OAT ACC  WARSZAWA. LATERAL LIMITS:  1. 521626N 0211136E 2. 521731N 0210949E 3. 521827N 0211010E  4. 522239N 0211127E  5. 522411N 0210100E  6. 521958N 0205422E  7. 521327N 0210312E  1. 521626N 0211136E  VERTICAL LIMITS: FL165-FL185 TIME OF ACTIVITY ACCORDING TO AIRSPACE USE PLAN. ENTRY INTO AREA AFTER PRIOR PERMISSION FROM ORGANIZER ONLY."
"2026-08-05T17:01:18","EPWA","A2069/26-EPWA","11:CAT2; 29:CAT1; 15:CAT1; 33:CAT3","D","(ignored)","","","Rejected (Ignored) auto-Keep suggested D","No
TEMPORARY RESERVED AREA EPTR581 - WARSZAWA. DURING ACTIVITY AIRSPACE CLASS C. RESPONSIBLE AUTHORITY - OAT ACC  WARSZAWA. LATERAL LIMITS:  1. 521626N 0211136E 2. 521731N 0210949E 3. 521827N 0211010E  4. 522239N 0211127E  5. 522411N 0210100E  6. 521958N 0205422E  7. 521327N 0210312E  1. 521626N 0211136E  VERTICAL LIMITS: FL165-FL185 TIME OF ACTIVITY ACCORDING TO AIRSPACE USE PLAN. ENTRY INTO AREA AFTER PRIOR PERMISSION FROM ORGANIZER ONLY."
"2026-08-05T17:02:16","LFBO","A5042/26-LFBO","14L:CAT1; 32R:CAT1; 14R:CAT3; 32L:CAT1","D","","","","Removed suggested D","0600-1500
GENERAL AVIATION ARR/DEP : MANDATORY 24HR PPR FOR NON BASED ACFT,  TEL +33 5 61 42 44 44"
"2026-08-05T17:02:22","LFBO","A5042/26-LFBO","14L:CAT1; 32R:CAT1; 14R:CAT3; 32L:CAT1","D","(ignored)","","","Rejected (Ignored) auto-Keep suggested D","0600-1500
GENERAL AVIATION ARR/DEP : MANDATORY 24HR PPR FOR NON BASED ACFT,  TEL +33 5 61 42 44 44"
"2026-08-05T17:05:11","LROP","A4304/26-LROP","08L:CAT2; 26R:CAT1; 08R:CAT3; 26L:CAT1","D","","","","Removed suggested D","No
DUE TO RESTRICTED AIRPORT CAPACITY, PRIOR PERMISSION REQUIRED     (PPR) FROM AD OPERATOR IS MANDATORY FOR ALL     NON-SCHEDULED FLIGHTS."
"2026-08-05T17:06:36","OOMS","A0429/26-OOMS","08L:CAT2; 26R:CAT2; 08R:CAT1; 26L:CAT1","D","","","","Removed suggested D","DAILY 1600-2100
DUE TO HIGH DENSITY TRAFFIC IN MUSCAT FIR, MIDGU M717 NOT AVBL FOR LANDING TRAFFIC TO MUSCAT INTL AD ALL TRAFFIC FROM JEDDAH FIR DEST MUSCAT AD (OOMS) SHALL ENTER MUSCAT FIR VIA POINT : DAPOL L692 EMAVA ITSAG GISKA Y414 RADAX Y414 MCT."
"2026-08-06T10:07:40","EDDC","A4003/26-EDDC","04:CAT1; 22:CAT3","C","(ignored)","","","Rejected (Ignored) auto-Keep suggested C","No
DRESDEN DME IDRW CH34Y ASSOCIATED WITH ILS RWY 22 ON MAINT. DO  NOT USE, FALSE INDICATIONS POSSIBLE."
"2026-08-06T10:08:07","EDDK","A3989/26-EDDK","06:CAT1; 24:CAT1; 13L:CAT3; 31R:CAT3; 13R:CAT1; 31L:CAT1","","(ignored)","","","Added (ignored) (no suggestion)","No
TWY A CLSD BTN RWY 06/24 AND TWY A1."
"2026-08-06T10:09:56","EPWA","A2245/26-EPWA","11:CAT2; 29:CAT1; 15:CAT1; 33:CAT3","C","","","","Removed suggested C","No
DUE TO UNSERVICEABILITY OF LOC AND DME WAS THE FOLLOWING  INSTRUMENT  APPROACH PROCEDURES NOT AVAILABLE: ILS Z CAT II OR LOC Z RWY 11, ILS Y CAT II RWY 11."
"2026-08-06T10:11:11","LEMD","E3771/26-LEMD","14L:none; 32R:CAT3; 14R:none; 32L:CAT3; 18L:CAT3; 36R:none; 18R:CAT3; 36L:none","C","","","","Removed suggested C","No
RWY32L ILS ON TEST. NOT USABLE. POSSIBLE FALSE INDICATIONS"
"2026-08-06T10:14:32","LEST","E3769/26-LEST","17:CAT3; 35:CAT1","C","","","","Removed suggested C","No
ILS RWY35 U/S. FALSE INDICATIONS"
"2026-08-06T10:16:37","PANC","A4833/26-PANC","07L:CAT2; 25R:none; 07R:CAT3; 25L:none; 15:CAT1; 33:none","C","","","","Removed suggested C","No
ANC ILS RWY 15 LOC/GP/DME U/S"
"2026-08-06T10:16:37","PANC","A4832/26-PANC","07L:CAT2; 25R:none; 07R:CAT3; 25L:none; 15:CAT1; 33:none","C","","","","Removed suggested C","No
ANC ILS RWY 07L LOC/GP/DME U/S"
"2026-08-06T10:18:16","VMMC","A0268/26-VMMC","16:none; 34:CAT2","N","(ignored)","","","Rejected (Ignored) auto-Keep suggested N","No
DME ASSOCIATED WITH ILS RWY34 MCN CH34X U/S DUE TO MAINTENANCE."
